"Question","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110"
"F43_1",NA,"0","0","0","0","0","0","0",NA,"0","0",NA,"0","0","0",NA,"0","0",NA,"1",NA,NA,"0","0",NA,"0","0","0",NA,"0","0",NA,NA,NA,"0","0","0",NA,"0","0","0","1","0",NA,"0",NA,"0",NA,"0","0","0","0",NA,NA,"0","0","0","0",NA,"1",NA,"0","0",NA,"0","0","0","0","0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"0","0",NA,"0",NA,"0","0",NA,"0","0",NA,"0",NA,"0","0","0","0",NA,"1",NA,"0",NA,"0",NA,NA,NA,NA,"0","0","0","0"
"F43_2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"F43_3","0","0","1","1","1","1","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"F43_4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"F43_5","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"F44_1","1","1","1","1","1","1","1","1",NA,"1","1",NA,"1","1","1",NA,"1","1",NA,"0",NA,NA,"1","1",NA,"0","1","1",NA,"1","1",NA,"1","1","1","1","1",NA,"1","0","1","0","1","1","1","0","1",NA,"0","0","1","1","1",NA,"0","1","1","1",NA,"1",NA,"0","0",NA,"0","1","1","1","1",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,"1","1","1","0",NA,"1","1",NA,"1","0",NA,"1",NA,"0","1","1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,"1","1","1",NA
"F44_2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F44_3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F44_4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F45_1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","0","1","1","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","1","1","0"
"F45_2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"F45_3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0","0","0"
"F46_1","116",NA,"250",NA,NA,"260","104","34","300","103.40000000000001",NA,"102.5","31.399999999999999",NA,NA,"47.799999999999997",NA,NA,NA,"327",NA,NA,"275",NA,NA,"260",NA,"90.099999999999994",NA,NA,NA,"240",NA,NA,"325",NA,NA,"800",NA,NA,NA,NA,"363",NA,"87.400000000000006",NA,"425","45","178",NA,NA,NA,NA,"60.5","37.020000000000003","78",NA,"48.700000000000003",NA,"41.5","94",NA,NA,"881",NA,"45",NA,NA,NA,NA,NA,NA,NA,"3.25","161.80000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","47",NA,NA,NA,NA,NA,NA,NA,"9",NA,"143","198",NA,NA,NA,NA,"630",NA,NA,NA,NA,NA,NA,NA,"1300"
"F46_2",NA,NA,NA,NA,"160.80000000000001",NA,NA,NA,NA,NA,"64.299999999999997",NA,NA,"65.930000000000007",NA,NA,"91.700000000000003","290",NA,NA,NA,NA,NA,"570",NA,NA,NA,NA,"5.7599999999999998",NA,"480",NA,NA,"160",NA,NA,NA,NA,"270","2.8900000000000001","234","59",NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251",NA,NA,"88",NA,NA,"32",NA,NA,NA,NA,"85",NA,NA,"171",NA,NA,NA,NA,NA,"107",NA,"35",NA,NA,NA,NA,NA,NA,"6","7.5",NA,NA,"45","486",NA,"456",NA,NA,"85.599999999999994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F47_1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F47_2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"F47_3","1","1","0","1","0","1","1","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","0","1","1","0","0"
"F48_1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"F48_2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","0","1"
"F48_3","1","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","0","1","1","0","1","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","1","1","0","1","1","0","1","0","0","0","1","0","0","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","0","1","1","1","1","0","1","0","0"
"F49_1","1","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","1","1","0","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0"
"F50_1","0",NA,"0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0",NA,NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0",NA,"0",NA,NA,"0","0","0","0","0",NA,"0","0",NA,"0","0",NA,"0",NA,"0","0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0",NA,NA,"0","0","0","0","0",NA
"F50_2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F50_3","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0"
"F50_4","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"F50_5","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","1","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","1","0","1","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","1","0","0"
"F51_1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"F51_2","1","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","1","1","0","1","1","0","0","1","0","1","1","1","1","0","0","0","0","1","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0"
"F51_3","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"F52_1","1",NA,"0","0","0","0","0",NA,"0","1","0","0","0","0","0","0","1","0",NA,"0","0",NA,"0","0",NA,"1",NA,NA,"1","0","0","0",NA,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,"0","0","1","0",NA,"0","0",NA,"0","0",NA,"0",NA,"0","0","0","0",NA,"0","0","0",NA,"0","0","0",NA,NA,NA,"0",NA,NA,"0","0","0","0","0",NA
"F52_2","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"F52_3","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0","1","1","0","0"
"F52_4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"F53_1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0"
"F53_2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0"
"F53_3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1"
"F53_4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F53_5","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F53_6","0","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","0","1","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1",NA,"0","1","1","1","1","1","1","0","1","1","0","1","1","1","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","0","0"
"F54_1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F54_2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"F54_3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F54_4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
